brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_usd,mileage_mi,clean_title_flag,accident_reported,model_year_numeric,car_age,scaled_mileage,fuel_type_encoded
Audi,A5 2.0T Premium,2011,"92,203 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"$9,995",9995,92203,True,False,2011,15.0,92.203,0.0
Nissan,GT-R Premium,2010,"15,600 mi.",Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$69,500",69500,15600,True,False,2010,16.0,15.6,0.0
Land Rover,Rover Range Rover Sport 3.0L Supercharged HSE,2018,"104,700 mi.",Gasoline,V6,Automatic,Fuji White,Ivory / Ebony,At least 1 accident or damage reported,,"$30,775",30775,104700,,True,2018,8.0,104.7,0.0
Toyota,Corolla LE,2010,"72,348 mi.",Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$9,995",9995,72348,True,True,2010,16.0,72.348,0.0
Rivian,R1S Adventure Package,2023,"2,500 mi.",,835.0HP Electric Motor Electric Fuel System,A/T,Green,White,None reported,Yes,"$94,000",94000,2500,True,False,2023,3.0,2.5,
Mercedes-Benz,C-Class C300 4MATIC,2022,"13,177 mi.",Gasoline,2.0 Liter Turbo,Automatic,White,Silk Beige/Black,None reported,,"$44,798",44798,13177,,False,2022,4.0,13.177,0.0
Porsche,Cayenne E-Hybrid S,2016,"96,000 mi.",Plug-In Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,"$23,000",23000,96000,True,True,2016,10.0,96.0,
Chevrolet,Express 1500 Work Van,2011,"93,009 mi.",E85 Flex Fuel,5.3L V8 16V MPFI OHV Flexible Fuel,4-Speed Automatic,Summit White,Medium Pewter,None reported,Yes,"$22,495",22495,93009,True,False,2011,15.0,93.009,
INFINITI,Q70h Base,2016,"52,750 mi.",Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$28,998",28998,52750,True,True,2016,10.0,52.75,
Audi,A7 Premium Plus,2020,"25,361 mi.",Hybrid,3.0 Liter Turbo,Automatic,Typhoon Gray,Black,None reported,,"$49,998",49998,25361,,False,2020,6.0,25.361,
Audi,Q7 3.0T Premium Plus,2015,"98,527 mi.",Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,"$9,995",9995,98527,,,2015,11.0,98.527,0.0
Lucid,Air Pure,2023,"1,300 mi.",,620.0HP Electric Motor Electric Fuel System,A/T,Black,Gray,,,"$86,900",86900,1300,,,2023,3.0,1.3,
Chrysler,Pacifica Touring,2017,"87,305 mi.",,,9-Speed A/T,Silver,Black,None reported,Yes,"$9,000",9000,87305,True,False,2017,9.0,87.305,
Audi,TTS 2.0T Premium Plus,2012,"72,922 mi.",Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,,,"$25,999",25999,72922,,,2012,14.0,72.922,0.0
BMW,650 Gran Coupe i xDrive,2015,"41,000 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$30,000",30000,41000,True,False,2015,11.0,41.0,0.0
Subaru,Forester Premium,2021,"42,125 mi.",Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,Crystal Black Silica,Black,None reported,Yes,"$27,899",27899,42125,True,False,2021,5.0,42.125,0.0
Mercedes-Benz,AMG C AMG C 63,2016,"62,000 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$40,000",40000,62000,True,False,2016,10.0,62.0,0.0
Land Rover,Rover LR3 HSE,2006,"153,843 mi.",Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$9,950",9950,153843,True,True,2006,20.0,153.843,0.0
BMW,X7 xDrive40i,2019,"35,248 mi.",Gasoline,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,None reported,,"$53,998",53998,35248,,False,2019,7.0,35.248,0.0
Ford,Transit Connect XLT,2015,"194,454 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"$9,888",9888,194454,True,False,2015,11.0,194.454,0.0
Lexus,LX 570 Three-Row,2021,"21,000 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$89,999",89999,21000,True,False,2021,5.0,21.0,0.0
Porsche,911 Carrera S,2013,"18,494 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,,,"$86,900",86900,18494,,,2013,13.0,18.494,0.0
Dodge,Ram 2500 Laramie Quad Cab,2006,"218,000 mi.",Gasoline,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,None reported,Yes,"$12,990",12990,218000,True,False,2006,20.0,218.0,0.0
Nissan,Armada SL,2021,"67,800 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$36,500",36500,67800,True,True,2021,5.0,67.8,0.0
Porsche,Cayman Base,2014,"79,000 mi.",Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,"$42,999",42999,79000,True,True,2014,12.0,79.0,0.0
Mercedes-Benz,GLE 450 GLE 450,2022,"24,906 mi.",Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,None reported,,"$63,998",63998,24906,,False,2022,4.0,24.906,
Chevrolet,Monte Carlo SS,2006,"66,840 mi.",Gasoline,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$12,000",12000,66840,True,True,2006,20.0,66.84,0.0
BMW,M5 Base,2013,"86,000 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,White,None reported,Yes,"$32,000",32000,86000,True,False,2013,13.0,86.0,0.0
Hyundai,Kona N Base,2023,654 mi.,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic with Auto-Shift,Ultra Black,Black,None reported,Yes,"$34,599",34599,654,True,False,2023,3.0,0.654,0.0
Chevrolet,Monte Carlo SS,2005,"75,000 mi.",Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$12,500",12500,75000,True,False,2005,21.0,75.0,0.0
Land Rover,Rover Range Rover Evoque Pure,2015,"84,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,"$22,800",22800,84000,True,True,2015,11.0,84.0,0.0
Audi,S7 4.0T Premium Plus,2017,"52,500 mi.",Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,"$39,999",39999,52500,True,False,2017,9.0,52.5,0.0
GMC,Acadia SLT-1,2011,"120,000 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,"$7,500",7500,120000,True,False,2011,15.0,120.0,0.0
Alfa Romeo,Romeo Stelvio Ti Sport,2020,"18,665 mi.",Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Lunare White Metallic,Ice,None reported,Yes,"$35,645",35645,18665,True,False,2020,6.0,18.665,0.0
Ferrari,FF Base,2016,"19,987 mi.",Gasoline,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,"$149,900",149900,19987,True,False,2016,10.0,19.987,0.0
Kia,K900 5.0L,2017,"36,486 mi.",Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$23,950",23950,36486,True,True,2017,9.0,36.486,0.0
Ford,E150 XLT,2013,"162,100 mi.",E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Black,Gray,None reported,Yes,"$12,500",12500,162100,True,False,2013,13.0,162.1,
Tesla,Model 3 Performance,2022,"13,079 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,"$47,000",47000,13079,True,False,2022,4.0,13.079,
Toyota,4Runner SR5,2022,"28,377 mi.",Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Silver,Gray,None reported,,"$36,999",36999,28377,,False,2022,4.0,28.377,0.0
Subaru,Forester Base,2020,"32,744 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,None reported,Yes,"$24,000",24000,32744,True,False,2020,6.0,32.744,0.0
Porsche,Panamera 2,2012,"54,000 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,,At least 1 accident or damage reported,Yes,"$26,000",26000,54000,True,True,2012,14.0,54.0,0.0
Toyota,Tacoma PreRunner,2008,"202,055 mi.",Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$8,500",8500,202055,True,True,2008,18.0,202.055,0.0
RAM,2500 Laramie,2019,"65,000 mi.",Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$65,000",65000,65000,True,False,2019,7.0,65.0,1.0
Kia,Sportage Nightfall,2022,"9,686 mi.",Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,None reported,Yes,"$30,990",30990,9686,True,False,2022,4.0,9.686,0.0
Cadillac,DTS Base,2010,"49,620 mi.",Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$10,499",10499,49620,True,False,2010,16.0,49.62,0.0
Toyota,Land Cruiser Base,1997,"213,000 mi.",Gasoline,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Beige,None reported,Yes,"$26,500",26500,213000,True,False,1997,29.0,213.0,0.0
Nissan,GT-R Premium,2020,"16,010 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$114,000",114000,16010,True,False,2020,6.0,16.01,0.0
Lexus,NX 350 F SPORT Handling,2023,820 mi.,Gasoline,2.4 Liter,8-SPEED AT,Black,Black,None reported,,"$51,998",51998,820,,False,2023,3.0,0.82,0.0
Audi,Q7 45 Premium Plus,2021,"68,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$36,499",36499,68000,True,False,2021,5.0,68.0,0.0
Lexus,LX 470 Base,1999,"82,000 mi.",Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$25,000",25000,82000,True,False,1999,27.0,82.0,0.0
GMC,Terrain SLE,2022,"27,352 mi.",Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,,"$27,785",27785,27352,,False,2022,4.0,27.352,0.0
Ford,Escape Limited,2012,"129,000 mi.",Gasoline,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,"$7,000",7000,129000,True,True,2012,14.0,129.0,0.0
Lexus,LS 460 L,2014,"106,731 mi.",Gasoline,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$30,000",30000,106731,True,True,2014,12.0,106.731,0.0
Ford,Expedition Platinum,2019,"34,672 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,White,None reported,Yes,"$45,500",45500,34672,True,False,2019,7.0,34.672,0.0
Chevrolet,Malibu LTZ,2010,"55,900 mi.",Gasoline,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,Beige,None reported,Yes,"$8,950",8950,55900,True,False,2010,16.0,55.9,0.0
Audi,RS 7 4.0T quattro,2023,"3,158 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,"$128,900",128900,3158,,False,2023,3.0,3.158,0.0
Audi,A5 2.0T Premium Plus,2015,"82,000 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,"$17,000",17000,82000,True,False,2015,11.0,82.0,0.0
Genesis,G70 2.0T,2023,"4,785 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,None reported,Yes,"$42,850",42850,4785,True,False,2023,3.0,4.785,0.0
Chevrolet,Trailblazer LS,2021,"20,497 mi.",Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Pacific Blue Metallic,Black,None reported,,"$22,999",22999,20497,,False,2021,5.0,20.497,0.0
Scion,tC Base,2013,"177,600 mi.",Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$7,100",7100,177600,True,True,2013,13.0,177.6,0.0
Lincoln,MKZ Hybrid Base,2014,"78,568 mi.",Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,"$15,500",15500,78568,True,False,2014,12.0,78.568,
Ford,Transit-350 XL,2018,"95,000 mi.",E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"$43,000",43000,95000,True,False,2018,8.0,95.0,
Porsche,911 GT2 RS,2018,"4,529 mi.",Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,"$417,500",417500,4529,True,False,2018,8.0,4.529,0.0
Ford,Explorer Timberline,2021,"25,240 mi.",Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,Gray,Ebony,At least 1 accident or damage reported,,"$39,951",39951,25240,,True,2021,5.0,25.24,0.0
Volvo,XC90 3.2,2011,"88,300 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$11,500",11500,88300,True,True,2011,15.0,88.3,0.0
Chevrolet,Avalanche LTZ,2013,"98,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$27,499",27499,98000,True,True,2013,13.0,98.0,
Audi,TT RS 2.5T,2018,"20,675 mi.",Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,"$76,000",76000,20675,True,False,2018,8.0,20.675,0.0
Lincoln,Navigator L,2008,"95,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$10,900",10900,95000,True,False,2008,18.0,95.0,0.0
Hyundai,Elantra GLS,2010,"107,000 mi.",Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,"$6,250",6250,107000,True,True,2010,16.0,107.0,0.0
Audi,SQ5 3.0T Premium Plus,2016,"60,000 mi.",Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$24,700",24700,60000,True,True,2016,10.0,60.0,0.0
Mitsubishi,Lancer Evolution GSR,2012,"33,000 mi.",Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,"$34,999",34999,33000,True,False,2012,14.0,33.0,0.0
Tesla,Model Y Performance,2023,500 mi.,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,White,None reported,Yes,"$60,000",60000,500,True,False,2023,3.0,0.5,
Mercedes-Benz,Maybach S S 600,2016,"108,500 mi.",Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,"$63,500",63500,108500,True,False,2016,10.0,108.5,0.0
Nissan,GT-R Premium,2017,"37,800 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,"$149,500",149500,37800,True,False,2017,9.0,37.8,0.0
Mercedes-Benz,GLS 550 Base 4MATIC,2018,"74,422 mi.",Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,,"$44,798",44798,74422,,False,2018,8.0,74.422,0.0
Chevrolet,Blazer Premier,2019,"55,621 mi.",Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,,"$34,562",34562,55621,,False,2019,7.0,55.621,0.0
Mazda,CX-9 Grand Touring,2021,"46,707 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,"$32,541",32541,46707,True,True,2021,5.0,46.707,0.0
Ford,Expedition Max Limited,2022,"26,500 mi.",Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$65,900",65900,26500,True,False,2022,4.0,26.5,0.0
Nissan,Titan XD SV,2020,"10,001 mi.",Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,Black,Black,None reported,Yes,"$47,214",47214,10001,True,False,2020,6.0,10.001,0.0
Lexus,LX 570 Three-Row,2019,"19,050 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,"$76,900",76900,19050,True,False,2019,7.0,19.05,0.0
Chevrolet,Traverse Premier,2020,"52,000 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$35,800",35800,52000,True,False,2020,6.0,52.0,0.0
Mercedes-Benz,Sprinter High Roof,2014,"65,000 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$54,999",54999,65000,True,True,2014,12.0,65.0,1.0
BMW,X5 3.0i,2004,"140,000 mi.",Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,"$6,730",6730,140000,True,False,2004,22.0,140.0,0.0
Ford,Fusion SE,2018,"75,600 mi.",Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$14,950",14950,75600,True,True,2018,8.0,75.6,0.0
Lincoln,MKZ Base,2015,"117,292 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"$12,000",12000,117292,True,False,2015,11.0,117.292,0.0
Ford,GT,2005,"1,897 mi.",Gasoline,5.4 Liter SC DOHC,Manual,White,,None reported,,"$429,998",429998,1897,,False,2005,21.0,1.897,0.0
Genesis,G90 5.0 Ultimate,2017,"26,000 mi.",Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$33,600",33600,26000,True,False,2017,9.0,26.0,0.0
Lexus,LC 500 Base,2022,"2,071 mi.",Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,,"$99,950",99950,2071,,False,2022,4.0,2.071,0.0
Ford,Shelby GT500 Base,2014,"15,629 mi.",Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,None reported,,"$61,900",61900,15629,,False,2014,12.0,15.629,0.0
Saturn,Sky Base,2008,"15,020 mi.",Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Red,None reported,Yes,"$18,500",18500,15020,True,False,2008,18.0,15.02,0.0
Audi,RS Q8 4.0T quattro,2022,"11,322 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,,"$119,900",119900,11322,,False,2022,4.0,11.322,0.0
Toyota,Land Cruiser,2016,"50,361 mi.",Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,,"$65,998",65998,50361,,False,2016,10.0,50.361,0.0
Mercedes-Benz,SL-Class SL 550,2013,"115,000 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,"$36,000",36000,115000,True,True,2013,13.0,115.0,0.0
Porsche,911 Carrera C2S,2005,"28,500 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$63,500",63500,28500,True,False,2005,21.0,28.5,0.0
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,"51,700 mi.",Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$32,000",32000,51700,True,False,2018,8.0,51.7,0.0
Ford,Taurus X Limited,2008,"148,949 mi.",Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,"$3,900",3900,148949,True,False,2008,18.0,148.949,0.0
BMW,440 Gran Coupe i,2018,"39,300 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"$31,750",31750,39300,True,True,2018,8.0,39.3,0.0
Honda,S2000 CR,2008,"82,323 mi.",Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$28,500",28500,82323,True,False,2008,18.0,82.323,0.0
Acura,Integra w/A-Spec Tech Package,2023,"3,574 mi.",Gasoline,1.5 Liter Turbo,Variable,Apex Blue,Orchid,None reported,,"$34,998",34998,3574,,False,2023,3.0,3.574,0.0
Ford,Excursion Limited,2001,"109,357 mi.",Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,"$12,749",12749,109357,True,False,2001,25.0,109.357,0.0
Mercedes-Benz,SL-Class SL500 Roadster,2004,"46,000 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$18,853",18853,46000,True,False,2004,22.0,46.0,0.0
Mercedes-Benz,CLS-Class CLS 550,2007,"123,112 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$104,999",104999,123112,True,True,2007,19.0,123.112,0.0
INFINITI,G35 Sport,2007,"37,100 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$16,900",16900,37100,True,False,2007,19.0,37.1,0.0
Volkswagen,Golf GTI 2.0T S 4-Door,2016,"89,000 mi.",Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$14,500",14500,89000,True,False,2016,10.0,89.0,0.0
Dodge,Challenger R/T Scat Pack,2022,"1,240 mi.",Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,None reported,,"$53,900",53900,1240,,False,2022,4.0,1.24,0.0
Lincoln,Navigator L Reserve,2019,"67,073 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$47,999",47999,67073,True,True,2019,7.0,67.073,0.0
Maserati,Ghibli S Q4,2015,"28,700 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,,,"$24,900",24900,28700,,,2015,11.0,28.7,0.0
Tesla,Model X Base,2023,"8,200 mi.",,670.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$93,999",93999,8200,True,False,2023,3.0,8.2,
Mercedes-Benz,AMG G 63 Base,2018,"41,000 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$108,900",108900,41000,True,False,2018,8.0,41.0,0.0
Ford,Expedition Limited,2018,"98,995 mi.",Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,,"$34,998",34998,98995,,False,2018,8.0,98.995,0.0
Volkswagen,Routan SE,2012,"123,815 mi.",Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,None reported,Yes,"$5,000",5000,123815,True,False,2012,14.0,123.815,0.0
Bugatti,Veyron 16.4 Grand Sport,2011,"6,330 mi.",Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,None reported,Yes,"$1,950,995",1950995,6330,True,False,2011,15.0,6.33,0.0
Toyota,Highlander XLE,2020,"61,341 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,,"$34,084",34084,61341,,True,2020,6.0,61.341,0.0
Honda,Civic LX,2016,"96,473 mi.",Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,,"$15,599",15599,96473,,False,2016,10.0,96.473,0.0
Jeep,Wrangler Unlimited Sahara,2017,"66,107 mi.",Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,None reported,,"$31,331",31331,66107,,False,2017,9.0,66.107,0.0
Land Rover,Rover Range Rover Supercharged,2008,"114,287 mi.",Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$9,900",9900,114287,True,False,2008,18.0,114.287,0.0
Acura,ILX 2.0L w/Premium Package,2015,"75,000 mi.",Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,"$14,500",14500,75000,True,False,2015,11.0,75.0,0.0
